Year,Economy,EconomyCode,Region,IncomeGroup,What is the legal age of marriage for girls?,Legal Bases,Are there any exceptions to the legal age of marriage?,Legal Bases,Is marriage under the legal age void or explicitly prohibited?,Legal Bases,Are there penalties for authorizing or entering into child or early marriage?,Legal Bases,Is there legislation that specifically addresses sexual harassment?,Legal Bases,Does the legislation establish clear criminal penalties for domestic violence?,Legal Bases,Is there a specialized court or procedure for cases of domestic violence?,Legal Bases,Can a woman obtain a national identity card in the same way as a married man? ,Legal Bases,Can a married woman legally confer citizenship to her children in the same way as a married man?,Legal Bases,Can an unmarried woman legally confer citizenship to her children in the same way as a married man?,Legal Bases,Can a married woman legally confer her citizenship to a non-national spouse in the same way as a married man?,Legal Bases,Do married couples jointly share legal responsibility for financially maintaining the family’s expenses?,Legal Bases,Does a woman’s testimony carry the same evidentiary weight in court as a man's in all types of cases?,Legal Bases,Is customary law a valid source of law under the constitution?,Legal Bases,"If customary law is a valid source of law under the constitution, is it considered invalid if it violates constitutional provisions on nondiscrimination or equality?",Legal Bases
2019,Nepal,NPL,South Asia,Low income,20,"Marriage Registration Act, 2028(1971), Chap. 2, Sec. 4(c); Muluki Civil ( Code) Act 2074 B.S, Sec 70 (1)(d)",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Marriage Registration Act, 2028 (1971), Sec. 13; Muluki Ain (General Code), Part 4, Ch. 17, Number 2(495)",Yes,"Gender Equality Act, Sec. 2(11) ; Workplace Sexual Harassment (Prevention) Act, 2071",Yes,"Domestic Violence (Crime and Punishment) Act, 2066 (2009), Sec. 13",Yes,"Domestic Violence (Crime and Punishment) Act, 2066 (2009), Secs. 6-7 and 9(2)",N/A,No applicable provisions could be located ,No,"Citizenship Act, 263, 26, Art. 5(2) ; Constitution of Nepal, Art. 11(2)",No,"Citizenship Act, 263, 26, Art. 5(2) ; Constitution of Nepal, Art. 11(2)",No,"Constitution of Nepal, Art. 11(6); Citizenship Act, 263, 26, Art. 5(1)",No,"Muluki Ain Regarding Husband and Wife, Ch. 12, No. A",Yes,No restrictions could be located,No,Constitution of Nepal,N/A,Constitution of Nepal
2019,Netherlands,NLD,High income: OECD,High income,18,"Civil Code, Art. 1:31",Yes,"Civil Code, Art. 1:31(2)(3)",Yes,"Civil Code, Arts. 50, 53(1) and 74",Yes,"Criminal Code, Art. 379(2)",Yes,"Working Conditions Act 1998, Arts. 1(3)(e) and Art. 4(2)",Yes,"Criminal Code, Art. 304(1)",No,No applicable provisions could be located,Yes,ID card application procedures ID card application form,Yes,"Netherlands Nationality Act, Art. 3(1)",Yes,"Netherlands Nationality Act, Art. 3(1)",Yes,"Netherlands Nationality Act, Arts. 8 and 9(3)",Yes,"Civil Code, Book 1, Art. 84",Yes,No restrictions could be located,No,Constitution of the Kingdom of the Netherlands,N/A,
2019,New Zealand,NZL,High income: OECD,High income,18,"Marriage Act 1955, Secs. 2(1) and 18",Yes,"Marriage Act 1955, Secs. 17-19",No,No applicable provisions could be located,Yes,"Marriage Act 1955, Secs. 58 and 60",Yes,"Human Rights Act 1993, Sec. 62;Employment Relations Act 2000, Sec. 108",No,No applicable provisions could be located,Yes,"Family Violence Act 2018, Pt. 6",N/A,No applicable provisions could be located ,Yes,"Citizenship Act as amended, Arts. 6 and 7",Yes,"Citizenship Act as amended, Arts. 6 and 7",Yes,"Citizenship Act, Art. 8 ",Yes,"Family Proceedings Act 1980, Sec. 63",Yes,No restrictions could be located,No,Constitution Act of New Zealand 1986,N/A,
2019,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,18,"Código de Familia, Art. 54",Yes,"Código de Familia, Arts. 54, 57(a) y 58(c)",Yes,"Código de Familia, Arts. 57-61",Yes,"Código de Familia, Art. 158",Yes,"Código Penal, Art. 174; Ley Integral contra la Violencia hacia las Mujeres Núm. 779, Arts. 11 y 18",Yes,"Código Penal, Arts. 37, 155 y 172; Ley Integral contra la Violencia hacia las Mujeres Núm. 779, Arts. 10-13",Yes,"Ley Integral contra la Violencia hacia las Mujeres Núm. 779, Art. 30 y Tit. VI",Yes,"Ley Núm.152 de Identificación Ciudadana, Arts. 3 y 17",Yes,"Constitución Política de la República de Nicaragua, Art. 16; Ley General de Migración y Extranjería, Art. 45",Yes,"Constitución Política de la República de Nicaragua, Art. 16; Ley General de Migración y Extranjería, Art. 45",Yes,"Ley General de Migración y Extranjería, Arts. 37 y 53",Yes,"Código de la Familia, Arts. 80 , 81 y 82",Yes,No restrictions could be located,No,Constitución Política de la República de Nicaragua,N/A,No applicable provisions could be located
2019,Niger,NER,Sub-Saharan Africa,Low income,21,"Code Civil, Arts. 148, 148 et 388",Yes,"Code Civil, Arts. 144,145, 148 et 158",Yes,"Code Civil, Arts. 184 et 190",Yes,"Code Civil, Arts. 156, 157 et 192",No,,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Décret No. 64-193/MI du 9 Octobre 1964 Instituant une Carte d'Identité Obligatoire, Arts. 1 and 3 ",Yes,"Code de la Nationalité Nigérienne, Art. 11",Yes,"Code de la Nationalité Nigérienne, Art. 11",Yes,"Loi No. 214-6 du 5 Novembre 214 Portant Modification de l'Ordonnance No. 84-33 du 23 Août 1984 Portant Code de la Nationalité Nigérienne, Art. 13",Yes,"Code Civil, Arts. 203 et 214",Yes,No restrictions could be located,Yes,"Constitution de la VIIème République, Arts. 99 et 167",Yes,"Constitution de la VIIème République, Arts. 99 et 167"
2019,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,21,"Marriage Act, Sec. 18",Yes,"Marriage Act, Sec. 18",Yes,"Child Rights Act 2003, Sec. 21",Yes,"Child Rights Act 2003, Sec. 23",Yes,"Criminal Law of Lagos State 2011, Art. 262",No,No applicable provisions could be located,Yes,"Protection Against Domestic Violence Law 2007, Secs. 5-12",Yes,"National Identity Management Commission Act, Art. 16; ID card application procedures",Yes,"Constitution of the Federal Republic of Nigeria, Art. 25(1)(b)",Yes,"Constitution of the Federal Republic of Nigeria, Art. 25(1)(b)",No,"Constitution of the Federal Republic of Nigeria, Art. 26(2)(a)",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"Constitution of the Federal Republic of Nigeria, Arts. 265 and 280",Yes,"Constitution of the Federal Republic of Nigeria, Arts. 1(3) and 42"
2019,North Macedonia,MKD,Europe & Central Asia,Upper middle income,18,"Family Law, Art. 16",Yes,"Family Law, Art. 16",Yes,"Family Law, Arts. 35 and 38",Yes,"Criminal Code, Art. 196",Yes,"Law on Protection Against Harassment at the Workplace; Law on Equal Opportunities for Women and Men, Art. 4(7)",Yes,"Criminal Code, Arts. 123 (2), 125, 130(2), 131 (2 and 6), 139(2), 140(2) and 144(2)",Yes,"Law on Prevention, Suppression and Protection from Domestic Violence, Sec. V",Yes,"Law on ID Card, Art. 2; ID card application form; ID card issuance procedure",Yes,"Law on Citizenship, Art. 4",Yes,"Law on Citizenship, Art. 4",Yes,"Citizenship Law, Art. 9",Yes,"Family Law Act, Art. 33",Yes,No restrictions could be located,No,Constitution of the Republic of Macedonia,N/A,
2019,Norway,NOR,High income: OECD,High income,18,"The Marriage Act, Sec. 1a",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Criminal Code, Sec. 262",Yes,"Criminal Code, Sec. 298; Gender Equality Act, Sec. 8",Yes,"Criminal Code, Sec. 282",No,No applicable provisions could be located,N/A,No applicable provisions could be located  ,Yes,"Norwegian Nationality Act, Ch. 2, Sec. 4",Yes,"Norwegian Nationality Act, Ch. 2, Sec. 4",Yes,"Norwegian Nationality Act, Sec. 12",Yes,"Marriage Act (1991), Art. 38",Yes,No restrictions could be located,No,Constitution of Norway,N/A,
2019,Oman,OMN,Middle East & North Africa,High income,..,"Decree No. 32 of 1997, Arts. 7, 10, 16 and 19",Yes,"Decree No. 32 of 1997, Art. 10(c)",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Royal Decree No. 35/2003 Issuing the Labor Law, Arts. 41(3) and 42",No,No applicable provisions could be located,No,No applicable provisions could be located,No,"Royal Decree 66/99 Promulgating the Law on Civil Status, Art. 42; Civil Status, Ch. 8",No,"Nationality Law of Oman, Art. 1",No,"Nationality Law of Oman, Art. 1",No,"Nationality Law of Oman, Art. 2",No,"Royal Decree 32/97 Promulgating the Personal Status Law, Arts. 44 and 49",No,"Personal Status Law, Art. 28",No,Basic Statute of the State of Oman,N/A,
2019,Pakistan,PAK,South Asia,Lower middle income,18,"The Sindh Child Marriages Restraint Act, 2013, Secs. 2(a) and 3",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"The Sindh Child Marriages Restraint Act, 2013, Secs. 3-5 and 7; Pakistan Penal Code 1860, Sec. 310-A",Yes,"The Protection Against Harassment of Women at the Workplace Act 2010; Pakistan Penal Code, Sec. 509",Yes,"The Domestic Violence (Prevention and Protection) Act, 2013, Sec. 6",Yes,"The Domestic Violence (Prevention and Protection) Act, 2013, Secs. 7-11",Yes,"ID card application procedures; The National Database and Registration Authority Ordinance, 2000",Yes,"Pakistan Citizenship Act, Art. 5",Yes,"Pakistan Citizenship Act, Art. 5",No,"Pakistan Citizenship Act, Art. 10",No,"Muslim Family Law Ordinance, 1961, Sec. 9",No,"Qanun-e-Shahadat Order 1984, Sec. 17(2)(a)",Yes,"Constitution of the Islamic Republic of Pakistan, Art. 8",Yes,"Constitution of the Islamic Republic of Pakistan, art. 8"
2019,Palau,PLW,East Asia & Pacific,Upper middle income,18,"Domestic Relations, Sec. 201(a)",Yes,"Domestic Relations, Sec. 201(a)",Yes,"Domestic Relations, Secs. 201(a) and 311",No,No applicable provisions could be located,Yes,"Palau Family Protection Act, Sec. 5 (amending the Palau National Code, Sec. 2807)",Yes,"Palau Family Protection Act, Sec. 3 (amending the Palau National Code, Sec. 806 (e)(1),(2))",Yes,"Family Protection Act, Sec. 3 (amending the Palau National Code, Secs. 821-828)",N/A,No applicable provisions could be located ,Yes,"Constitution of the Republic of Palau, Art. III, Sec.2; Palau Consolidated Legislation, Title 13 Citizenship and Immigration, Sec. 132",Yes,"Constitution of the Republic of Palau, Art. III, Sec.2; Palau Consolidated Legislation, Title 13 Citizenship and Immigration, Sec. 132",Yes,"Constitution of the Republic of Palau, Art. III, Sec. 4; Palau Consolidated Legislation, Title 13 Citizenship and Immigration",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"Constitution of the Republic of Palau, Art. 5",No,"Constitution of the Republic of Palau, Art. V, Sec. 2"
2019,Panama,PAN,Latin America & Caribbean,Upper middle income,18,"Ley Núm. 30, Arts. 1-2",No,No applicable provisions could be located,Yes,"Código de la Família, Arts. 224(2) y 225; Ley Núm. 30, Art. 1",Yes,"Código Penal, Arts. 209-210",Yes,"Ley Núm. 82, Arts. 4(15) y (20), y 45; Código de Trabajo, Arts. 127(12) y 138(15); Ley Núm. 7",Yes,"Código Penal, Arts. 200 y 201; Ley Núm. 82, Art. 43",Yes,"Ley Núm. 38, Cap. 3; Ley Núm. 82, Cap. IX",Yes,"Ley Núm. 83 sobre Cédula de Identidad Personal, Arts. 2 y 6; ID card application procedures",Yes,"Constitución Política de la República de Panamá, Art. 9",Yes,"Constitución Política de la República de Panamá, Art. 9",Yes,"Constitución Política de la República de Panamá, Art. 1(2)",Yes,"Código de la Familia, Art. 79; Ley Núm. 30 de 5 de mayo 2015 que modifica y deroga disposiciones del Código de la Familia.",Yes,No restrictions could be located,No,Constitución Política de la República de Panamá,N/A,No applicable provisions could be located
2019,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,21,"Marriage Act 1963, Secs. 1(1) and 8(1)",Yes,"Marriage Act 1963, Secs. 7-9 and 11",Yes,"Marriage Act 1963, Sec. 17(1)(e)",Yes,"Marriage Act 1963, Sec. 58(1)-(2); Criminal Code Act 1974, Sec. 462(5)(l)",No,No applicable provisions could be located,Yes,"Family Protection Act 2013, Sec. 6",Yes,"Family Protection Act 2013, Secs. 11, 16-17 and 22",Yes,"ID card application form; Civil Registration (Amendment) Act of  2014, Arts. 37C(4) and 37D(3)",Yes,"Constitution of the Independent State of Papua New Guinea, Art. 66",Yes,"Constitution of the Independent State of Papua New Guinea, Art. 66",Yes,"Constitution of the Independent State of Papua New Guinea, Arts. 67 and 68(d)",Yes,"Married Women's Property Act, Art.17",Yes,No restrictions could be located,Yes,"Constitution of the Independent State of Papua New Guinea, Arts. 9, 60 and 172, and Schedule 2.1.1",Yes,"Constitution of the Independent State of Papua New Guinea, Schedule 2.1.1.(2)"
2019,Paraguay,PRY,Latin America & Caribbean,Lower middle income,18,"Ley No. 5419/15, Art. 1",Yes,"Ley No. 5419/15, Art. 1(20)",Yes,"Código Civil, Art. 181(b); Ley No. 5419/15, Art. 1",No,No applicable provisions could be located,Yes,"Código Penal, Art. 133",Yes,"Ley No. 5777/16 de Protección Integral para las Mujeres contra la Violencia, Art. 50; Ley No. 1600/00 contra la Violencia Doméstica, Art. 10",Yes,"Ley No. 1600/00 contra la Violencia Doméstica, Arts. 4-8",Yes,ID card application procedures ,Yes,"Constitución Política de la República de Paraguay, Art. 146",Yes,"Constitución Política de la República de Paraguay, Art. 146",Yes,"Constitución Política de la República de Paraguay, Art. 148",Yes,"Ley No. 1/92 de Rerforma Parcial del Código Civil, Art. 8",Yes,No restrictions could be located,No,Constitución Política de la República de Paraguay,N/A,
2019,Peru,PER,Latin America & Caribbean,Upper middle income,18,"Código Civil, Arts. 42, 241(1) y 244;Código de los Niños y Adolescentes, Ley No. 27337, Art. I",Yes,"Código Civil, Arts. 241(1) y 244;Código de los Niños y Adolescentes, Ley No. 27337, Arts. I y 113",Yes,"Código Civil, Arts. 241(1) y 277",Yes,"Código Penal, Art. 141; Código Civil, Art. 247",Yes,"Ley No. 27942; Ley No. 30364, Art. 5(b)",Yes,"Código Penal, Arts. 107, 121-B, 122-B y 170(2)",Yes,"Ley No. 30364, Título II",Yes,"Ley No. 26497 Orgánica del Registro Nacional de Identificación y Estado Civil, Art. 31; ID card application procedures",Yes,"Constitución Política del Perú, Art. 52; Ley No. 26574 de Nacionalidad, Arts. 2(3) y 4(3)",Yes,"Constitución Política del Perú, Art. 52; Ley No. 26574 de Nacionalidad, Arts. 2(3) y 4(3)",Yes,"Ley No. 26574 de Nacionalidad, Art. 4(2)",Yes,"Código Civil, Arts. 290, 291 y 300",Yes,No restrictions could be located,No,Constitución Política del Perú,N/A,Constitución Política del Perú
2019,Philippines,PHL,East Asia & Pacific,Lower middle income,25,"The Family Code of the Philippines, Arts. 14-15",Yes,"The Family Code of the Philippines, Arts. 14-15",Yes,"The Family Code of the Philippines, Arts. 35(1) and 45(1)",Yes,"The Revised Penal Code, Arts. 350 and 352; The Family Code of the Philippines, Art. 16",Yes,"Anti-Sexual Harassment Act, Sec. 3",Yes,"Anti-Violence Against Women and Their Children Act of 2004, Sec. 6",Yes,"Anti-Violence Against Women and Their Children Act of 2004, Secs. 7,13 and 35(b),(d)",N/A,"Republic Act No. 11055, Sec. 7(c)",Yes,"The 1987 Constitution of the Republic of the Philippines, Art. IV, Sec. 1",Yes,"The 1987 Constitution of the Republic of the Philippines, Art. IV, Sec. 1",No,"Administrative Naturalization Law of 2, Republic Act No. 9139, Sec. 12 ",Yes,"Family Code, Arts. 70 and 71",Yes,No restrictions could be located,No,The 1987 Constitution of the Republic of the Philippines,N/A,
2019,Poland,POL,High income: OECD,High income,18,"Family and Guardianship Code, Art. 10(1)",Yes,"Family and Guardianship Code, Art. 10(1) and (3)",Yes,"Family and Guardianship Code, Art. 10(2)",No,No applicable provisions could be located,Yes,"Labor Code, Art. 18(3a)(6 and 7); Act on Implementation of Some Provisions of the European Union on Equal Treatment, Art. 3(4 and 5)",Yes,"Penal Code, Art. 207",Yes,"Act of 29 July 2005 on Counteraction of Domestic Violence, Art. 9d; Ordinance of the Council of Ministers of 13 September 2011 Concerning the Blue Cards Procedure",Yes,"Law on Identity Cards (2010 with amendments 2019.653), Arts. 5(1) and 6(1)",Yes,"Constitution of the Republic of Poland, Art. 34(1); Act on Polish Citizenship, Art. 4",Yes,"Constitution of the Republic of Poland, Art. 34(1); Act on Polish Citizenship, Art. 4",Yes,"Act on Polish Citizenship, Art. 3",Yes,"Family and Guardianship Code, Art. 27",Yes,No restrictions could be located,No,Constitution of the Republic of Poland,N/A,
2019,Portugal,PRT,High income: OECD,High income,18,"Civil Code, Arts. 130, 1597(2) and 1612(1)",Yes,"Civil code, Arts. 1597 (2), 1601 (a) and 1612  ",Yes,"Civil Code, Arts. 1601(a), 1631(a) and 1639",No,No applicable provisions could be located,Yes,"Penal Code, Art. 170; Labor Code, Art. 29",Yes,"Penal Code, Art. 152(1)-(3)",Yes,"Law No. 112/2009, Arts. 28-29; Penal Code, Art 152 (1)- (3)     ",Yes,"Law No. 7/2007, Art. 3; ID card application procedures",Yes,"Law No. 37/81 Portuguese Nationality Act, Art. 1(1)",Yes,"Law No. 37/81 Portuguese Nationality Act, Art. 1(1)",Yes,"Law No. 37/81 Portuguese Nationality Act, Art. 3",Yes,"Civil Code, Arts. 1672 and 1676",Yes,No restrictions could be located,No,Constitution of the Portuguese Republic,N/A,No applicable provisions could be located
2019,Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,21,"Código Civil, Art. 74",Yes,"Código Civil, Arts. 70(4)-(5), 74 y 77",Yes,"Código Civil, Arts. 70(4)-(5) y 110",Yes,"Código Penal, Arts. 114-115",Yes,"Código Penal, Art. 135",Yes,"Ley No. 54 de Violencia Doméstica, Arts. 2.8, 3.1-3.5",Yes,"Ley No. 54 de Violencia Doméstica, Arts. 2.2 y 2.3; Ley No. 30 de 2011",N/A,No applicable provisions could be located ,Yes,"United States Code, Title 8, Secs.141 and 149; Acta Jones Carta Orgánica de 1917 de Puerto Rico, Art. 5b",Yes,"United States Code, Title 8, Secs.141 and 149; Acta Jones Carta Orgánica de 1917 de Puerto Rico, Art. 5b",Yes,"United States Code, Title 8, Sec.143",Yes,"Código Civil, Arts. 88 and 89",Yes,No restrictions could be located,No,Constitución del Estado Libre Asociado de Puerto Rico,N/A,No applicable provisions could be located
2019,Qatar,QAT,Middle East & North Africa,High income,..,"Family Law No. 22 of 2006, Arts. 12, 26, 28 and 29",Yes,"Family Law No. 22 of 2006, Art. 17",Yes,"Family Law No. 22 of 2006, Arts. 11, 17 and 52",No,No applicable provisions could be located,Yes,"Penal Code No. 11 of 2004, Art. 291",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Law No. 37 of 2005 Amending Certain Provisions of Decree-Law No. 5 of 1965 on Identity Cards, Art. 2; ID card application form",No,"Law No. 38 of 2005 on the Acquisition of Qatari Nationality, Art. 1(4)",No,"Law No. 38 of 2005 on the Acquisition of Qatari Nationality, Art. 1(4)",No,"Law No. 38 of 2005 on the Acquisition of Qatari Nationality, Arts. 5 and 8",No,"Family Law, No. 22 of 2006, Arts. 57 and 61",No,"Family Law No. 22 of 2006, Art. 93",No,Constitution of Qatar,N/A,
2019,Romania,ROM,Europe & Central Asia,Upper middle income,18,"Civil Code, Art. 272(1)",Yes,"Civil Code, Art. 272(2)-(5)",Yes,"Civil Code, Arts. 294 and 297",No,No applicable provisions could be located,Yes,"Criminal Code, Arts. 223 and 299; Law on Equal Opportunities Between Women and Men, Arts. 4(d) and 11",Yes,"Criminal Code, Special Part, Title I, Ch. 3, Art. 199",Yes,"Law No. 174/2018 on Preventing and Fighting Against Domestic Violence, Ch. III^1 and IV",Yes,"ID Card Application and Issuance Procedure; 
Emergency Ordinance No. 97/2005 Regarding the Record, the Domicile, the Residence and the Identity Documents of the Romanian Citizens, Art. 12",Yes,"Law No. 21 of March 1st 1991 on Romanian Citizenship, Art. 5",Yes,"Law No. 21 of March 1st 1991 on Romanian Citizenship, Art. 5",Yes,"Law No. 21 of March 1st 1991 on Romanian Citizenship, Art. 8",Yes,"Civil Code, Art. 325",Yes,No restrictions could be located,No,Constitution of Romania,N/A,
2019,Russian Federation,RUS,Europe & Central Asia,High income,18,"Family Code, Art. 13(1)",Yes,"Family Code, Art. 13(2)",Yes,"Family Code, Arts. 27(1) and 28",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Decree No. 828 of July 8, 1997 On the Passport of the Citizen of the Russian Federation, Arts. 4 and 11; Passport application form",Yes,"Federal Law on the Russian Federation Citizenship, Art. 12",Yes,"Federal Law on the Russian Federation Citizenship, Art. 12",Yes,"Federal Law on the Russian Federation Citizenship, Art. 14",Yes,"Family Code of the Russian Federation, Art. 31",Yes,No restrictions could be located,No,Constitution of the Russian Federation,N/A,
2019,Rwanda,RWA,Sub-Saharan Africa,Low income,21,"Law Governing Persons and Family, Art. 168",No,No applicable provisions could be located,Yes,"Law Governing Persons and Family, Art. 193(1); Penal Code, Art. 194",Yes,"Penal Code, Arts. 194 and 195",Yes,"Law on Prevention and Punishment of Gender-Based Violence, Art. 24; Organic Law Instituting the Penal Code, Art. 203; Law Regulating Labor in Rwanda, Art. 6",Yes,"Law on Prevention and Punishment of Gender-Based Violence, Ch. III, Sec. 2",Yes,"Law on Prevention and Punishment of Gender-Based Violence, Ch. III, Sec. 1",Yes,"Law No. 14/28 Governing Registration of the Population and Issuance of the National Identity Card, Art. 11; ID card application procedures",Yes,"Organic Law No. 3/28 Relating to Rwandan Nationality, Art. 6",Yes,"Organic Law No. 3/28 Relating to Rwandan Nationality, Art. 6",Yes,"Organic Law No. 3/28 Relating to Rwandan Nationality, Art. 11",Yes,"Law No. 32/2016 Governing Persons and Family, Art. 210",Yes,No restrictions could be located,Yes,"Constitution of the Republic of Rwanda of 2003 Revised in 2015, Art. 176",Yes,"Constitution of the Republic of Rwanda of 2003 Revised in 2015, Art. 176"
2019,Samoa,WSM,East Asia & Pacific,Lower middle income,19,"Marriage Ordinance 1961, Sec. 10(1)",Yes,"Marriage Ordinance 1961, Secs. 9 and 10",No,No applicable provisions could be located,Yes,"Marriage Ordinance 1961, Secs. 30 and 33",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Family Safety Act 2013, Secs. 8, 10 and 19",N/A,No applicable provisions could be located ,Yes,"Citizenship Act 2004, Art. 6",Yes,"Citizenship Act 2004, Art. 6",Yes,"Citizenship Act 2004, Art. 9",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"Constitution of the Independent State of Samoa, Art. 111",Yes,"Constitution of the Independent State of Samoa, Art. 111"
2019,San Marino,SMR,Europe & Central Asia,High income,18,"Reform of Family Law, Art. 4; Law on the Age of Majority, Art. 1",Yes,"Reform of Family Law, Art. 4",Yes,"Reform of Family Law, Art. 132",No,No applicable provisions could be located,Yes,"Law No. 67 of 25 April 2014, Annex B, Art. 6",Yes,"Prevention and Repression of Violence against Women and Gender-Based Violence, Arts. 5, 6 and 10; Law 6 May 2016 No. 57, Arts. 12 and 16",Yes,"Prevention and Repression of Violence against Women and Gender-Based Violence, Art. 28",Yes,"Delegated Decree No. 105 of 16 August 2016, Art. 2",Yes,"Citizenship Law, as amended by Law No. 84 of 17 June 24, Art. 1",Yes,"Citizenship Law, as amended by Law No. 84 of 17 June 24, Art. 1",Yes,"Citizenship Law No. 114 of 3 November 2, as modified, Arts. 2(2) and 4",Yes,"Law No. 49 of 26 April 1986, Reform of Family Law, Arts. 28 and 31",Yes,No restrictions could be located,Yes,"Declaration of Citizen Rights and the Fundamental Principles of the Juridical Order of San Marino, Art. 3bis",Yes,"Declaration of Citizen Rights and the Fundamental Principles of the Juridical Order of San Marino, Art. 3bis"
2019,São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,18,"Law no. 2/77, Art. 171; Law No. 19/2018, Arts. 20 and 22(d)",Yes,"Law 2/77, Art. 3(2)-(4)",Yes,"Law No. 19/2018, Arts. 20 and 22(d)",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 166(2); Labor Code, Art. 18(2)",Yes,"Law No. 11/2008, Arts. 13-20",Yes,"Law No. 11/2008, Arts. 21-23",Yes,"Civil Identification Law, Decree No. 251/71, Art. 11",Yes,"Constitution of the Democratic Republic of Sao Tome and Principe, Art. 3(1); Law No. 6/90, Art. 5",Yes,"Constitution of the Democratic Republic of Sao Tome and Principe, Art. 3(1); Law No. 6/90, Art. 5",Yes,"Law No. 6/90, Art. 6",Yes,"Law No. 2/77, Arts. 26 and 27",Yes,No restrictions could be located,No,Constitution of the Democratic Republic of Sao Tome and Principe,N/A,No applicable provisions could be located
2019,Saudi Arabia,SAU,Middle East & North Africa,High income,..,;,..,;,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Anti-Harassment Crime Law, Arts. 1, 5 and 6",Yes,"Law on Protection from Harm, Art. 13",No,No applicable provisions could be located,No,"Civil Status System, as amended by Council of Ministers Resolution No. 151 dated 13/5/1434H, Art. 67; ID card application form",No,"Saudi Arabian Citizenship Regulation 1374 H, Arts. 7 and 8",No,"Saudi Arabian Citizenship Regulation 1374 H, Arts. 7 and 8",No,"Saudi Arabian Citizenship Regulation 1374 H, Art. 14",No,"Civil Status System, Art. 91; Executive Statute of Procedures before Sharia Courts, Art. 33",No,"Executive Statute on the Law of Procedure before Shari'a Courts, Art. 119(1)",No,Basic Law of Governance of Saudi Arabia,N/A,
2019,Senegal,SEN,Sub-Saharan Africa,Lower middle income,18,"Code de la Famille, Arts. 109 et 276",Yes,"Code de la Famille, Arts. 109 et 111",Yes,"Code de la Famille, Arts. 138(2) et 141",Yes,"Code Pénal, Art. 173",Yes,"Code Pénal, Art. 319 bis",Yes,"Code Pénal, Arts. 297 bis et 312",No,No applicable provisions could be located,Yes,"Décret No. 216-1536 Portant Application de la Loi No. 2016-9 Instituant une Carte d’Identité Biométrique CEDEAO, Art. 1; ID card application procedures",Yes,"Loi No. 213-5 du 8 Juillet 2013 Portant Modification de la Loi No. 61-1 du 7 Mars 1961 Déterminant la Nationalité Sénégalais, Art. 1",Yes,"Loi No. 213-5 du 8 Juillet 2013 Portant Modification de la Loi No. 61-1 du 7 Mars 1961 Déterminant la Nationalité Sénégalais, Art. 1",Yes,"Loi No. 213-5 du 8 Juillet 2013 Portant Modification de la Loi No. 61-1 du 7 Mars 1961 Déterminant la Nationalité Sénégalais, Art. 1",Yes,"Code de la Famille, Art. 375",Yes,No restrictions could be located,No,Constitution de la République du Sénégal,N/A,
2019,Serbia,SRB,Europe & Central Asia,Upper middle income,18,"Family Law, Art. 11",Yes,"Family Law, Arts. 11 and 23",Yes,"Family Law, Arts. 23 and 37(1)",No,No applicable provisions could be located,Yes,"Law on Prevention of Harassment at Work, Art. 3; Law on Gender Equality, Art. 18",Yes,"Criminal Code, Art. 194",Yes,"Law on the Prevention of Domestic Violence, Arts. 10 and 18-20",Yes,"Law on ID Cards, Arts. 2, 3 and 7; ID card application procedures",Yes,"Law on Citizenship of the Republic of Serbia, Arts. 7 and 9",Yes,"Law on Citizenship of the Republic of Serbia, Arts. 7 and 9",Yes,"Law on Citizenship of the Republic of Serbia, Art. 17",Yes,"Family Law, Art. 8",Yes,No restrictions could be located,No,Constitution of the Republic of Serbia,N/A,
