Economy,Economy Code,ISO Code,Region,Income Group,Report Year,ASSETS SCORE,Do men and women have equal ownership rights to immovable property?,Score,Legal Basis,Do sons and daughters have equal rights to inherit assets from their parents?,Score,Legal Basis,Do male and female surviving spouses have equal rights to inherit assets?,Score,Legal Basis,Does the law grant spouses equal administrative authority over assets during marriage?,Score,Legal Basis,Does the law provide for the valuation of nonmonetary contributions?,Score,Legal Basis
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,1998,100,Yes,1,"Civil Code of 1981, Art. 87",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,Civil Code,Yes,1,Family Code of 1982
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,1999,100,Yes,1,"Civil Code of 1981, Art. 87",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,Civil Code,Yes,1,Family Code of 1982
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2000,100,Yes,1,"Civil Code of 1981, Art. 87",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,Civil Code,Yes,1,Family Code of 1982
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2001,100,Yes,1,"Civil Code of 1981, Art. 87",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,Civil Code,Yes,1,Family Code of 1982
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2002,100,Yes,1,"Civil Code of 1981, Art. 87",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,Civil Code,Yes,1,Family Code of 1982
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2003,100,Yes,1,"Civil Code of 1981, Art. 87",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,Civil Code,Yes,1,Family Code of 1982
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2004,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2005,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2006,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2007,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2008,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2009,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2010,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2011,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2012,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2013,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2014,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2015,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2016,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2017,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2018,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2019,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2020,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2021,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2022,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Albania,ALB,ALB,Europe & Central Asia,Upper middle income,2023,100,Yes,1,"Family Code, Art. 90",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Civil Code, Arts. 360 and 361",Yes,1,"Family Code, Art. 90",Yes,1,"Family Code, Arts. 73-78 and 103"
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1971,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1972,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1973,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1974,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1975,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1976,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1977,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1978,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1979,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1980,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1981,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1982,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1983,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1984,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1985,40,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located,No,0,No applicable provisions could be located,Yes,1,No restrictions could be located,No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1986,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1987,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1988,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1989,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1990,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1991,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1992,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1993,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1994,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1995,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1996,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1997,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1998,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,1999,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2000,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2001,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2002,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2003,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2004,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2005,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2006,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2007,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2008,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2009,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2010,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2011,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2012,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2013,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2014,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2015,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2016,40,Yes,1,"Code de la famille, Art. 37",No,0,"Code de la famille, Arts. 141-142, 144-148 et 153",No,0,"Code de la famille, Arts. 144 et 145",Yes,1,"Code de la famille, Art. 37",No,0,No applicable provisions could be located
